Name,Potential_impacts,Cumulative_Impact_probablility,Velocity(km/s),Magnitude,Estimated_Diameter(km),Cum_Palermo_scale,Max_Palermo_scale,Start_year,End_year,Period
(2008 CJ),2,1.1e-06,8.06,27.3,0.012,-7.4,-7.4,2061,2106,45
(2016 WR55),13,2.5e-06,14.12,28.3,0.006999999999999999,-7.4,-7.72,2100,2115,15
(2017 WY27),13,2.1000000000000002e-06,8.1,27.9,0.009000000000000001,-7.4,-8.02,2045,2116,71
(2020 QR5),7,1.3e-06,6.79,27.3,0.012,-7.4,-7.55,2103,2115,12
(2001 SD286),1,5.7e-08,12.56,25.2,0.03,-7.41,-7.41,2080,2080,0
(2019 WV1),14,2.8e-06,8.74,28.2,0.008,-7.41,-7.84,2078,2117,39
(2014 EU),5,1.9e-06,5.63,27.7,0.01,-7.41,-7.72,2080,2117,37
(2009 WZ53),7,1e-08,18.98,24.1,0.052000000000000005,-7.41,-7.85,2025,2104,79
(2015 VO142),10,6.900000000000001e-06,2.8,29.0,0.005,-7.41,-7.68,2065,2118,53
(2016 FV7),1,1.7000000000000001e-09,32.99,23.1,0.08199999999999999,-7.41,-7.41,2083,2083,0
(2011 AD3),74,1.6e-07,12.63,26.6,0.017,-7.42,-8.21,2027,2116,89
(2019 RQ2),1,8.3e-08,15.12,25.4,0.027999999999999997,-7.42,-7.42,2105,2105,0
(2016 QY84),582,2.4e-05,3.21,31.4,0.002,-7.42,-8.32,2022,2119,97
(2020 BM6),1,1.3e-08,11.48,23.4,0.07200000000000001,-7.42,-7.42,2119,2119,0
(2008 CB6),3,7.2e-07,7.43,27.1,0.013000000000000001,-7.43,-7.51,2083,2105,22
(2019 LA2),1,3.5e-07,14.48,26.7,0.016,-7.43,-7.43,2109,2109,0
(2011 UR63),2,1.4e-07,12.57,25.7,0.024,-7.44,-7.55,2110,2110,0
(2014 KS76),3,4.4e-07,7.18,26.6,0.016,-7.44,-7.6,2089,2107,18
(2015 VN64),3,6.2e-07,15.86,27.5,0.01,-7.44,-7.71,2088,2094,6
(2020 AC1),9,4.2000000000000004e-06,6.25,28.4,0.006999999999999999,-7.44,-8.0,2093,2117,24
(2018 LV3),1,1.7e-07,11.19,26.6,0.017,-7.44,-7.44,2061,2061,0
(2020 VA4),3,1.5e-06,4.75,27.4,0.011000000000000001,-7.44,-7.7,2096,2114,18
(2004 FY3),2,7.5e-08,11.79,25.1,0.032,-7.45,-7.5,2104,2116,12
(2011 DX4),24,4.9e-08,17.66,26.5,0.017,-7.46,-7.86,2023,2114,91
(2021 CD8),2,5.0999999999999995e-06,2.19,28.5,0.006999999999999999,-7.46,-7.62,2099,2115,16
(2003 DW10),2,8.7e-08,7.83,26.1,0.02,-7.47,-7.62,2046,2058,12
(2012 HE31),2,1.7e-07,10.6,26.0,0.022000000000000002,-7.47,-7.52,2094,2117,23
(2013 GW38),10,2.1000000000000002e-06,10.27,28.4,0.006999999999999999,-7.47,-7.71,2070,2118,48
(2007 XB23),10,6.7e-07,4.58,27.1,0.013000000000000001,-7.48,-7.77,2078,2115,37
(2019 GS19),1,9.5e-08,13.87,25.6,0.025,-7.48,-7.48,2102,2102,0
(2013 XS21),10,7.8e-06,7.5,29.4,0.004,-7.49,-7.79,2079,2111,32
(2021 EU4),1,2.8999999999999998e-08,17.14,24.7,0.039,-7.49,-7.49,2112,2112,0
(2019 KY3),2,2.1e-07,16.65,26.6,0.016,-7.5,-7.54,2101,2110,9
(2007 VD8),59,3.5e-07,12.65,27.7,0.01,-7.51,-8.27,2023,2112,89
(2017 FA159),180,8.7e-07,6.96,28.6,0.006,-7.51,-8.15,2022,2116,94
(2021 CD),5,8e-07,9.63,27.2,0.012,-7.51,-7.98,2118,2121,3
(2002 AN129),1,1.3e-07,11.58,26.0,0.021,-7.52,-7.52,2091,2091,0
(2016 EL1),6,5.4e-07,19.9,27.8,0.009000000000000001,-7.54,-7.98,2068,2109,41
(2018 XX2),1,1.5e-07,11.91,26.0,0.021,-7.54,-7.54,2106,2106,0
(2007 FP3),13,2e-06,9.65,28.4,0.006999999999999999,-7.55,-7.9,2055,2113,58
(2017 CY32),7,4.1e-07,19.78,28.4,0.006999999999999999,-7.55,-7.89,2041,2110,69
(2017 FW158),16,1.4e-06,15.0,28.4,0.006999999999999999,-7.55,-8.24,2067,2115,48
(2016 DK2),1,1.5e-06,17.57,29.0,0.005,-7.56,-7.56,2069,2069,0
(2016 PA79),10,1.1000000000000001e-08,12.69,24.3,0.047,-7.56,-8.16,2037,2102,65
(2017 OO1),1,3.5e-08,10.04,24.5,0.042,-7.56,-7.56,2115,2115,0
(2017 UL5),2,2.6e-07,8.14,26.4,0.018000000000000002,-7.56,-7.59,2100,2111,11
(2019 NL4),1,8e-08,14.03,26.1,0.021,-7.57,-7.57,2074,2074,0
(2017 YM14),5,3.9e-07,18.39,27.8,0.009000000000000001,-7.57,-7.75,2056,2074,18
(2007 EH26),1,1.2e-08,20.17,24.2,0.048,-7.58,-7.58,2110,2110,0
(2018 GD2),15,8.599999999999999e-06,7.58,29.4,0.004,-7.58,-8.22,2096,2117,21
(2020 VV6),9,3e-07,17.12,27.3,0.012,-7.59,-7.87,2076,2115,39
(2013 CY),7,2.2e-06,2.42,28.2,0.008,-7.59,-7.93,2072,2111,39
(2017 UQ7),1,4e-08,14.07,25.2,0.031,-7.59,-7.59,2096,2096,0
(2019 JY2),26,8.1e-06,7.67,29.6,0.004,-7.6,-8.33,2059,2119,60
(2020 SC),3,1.2e-07,21.86,26.7,0.016,-7.6,-7.8,2088,2092,4
(2018 FG1),7,6.5e-07,9.98,27.3,0.012,-7.61,-8.13,2103,2117,14
(2012 UE),4,6.2e-07,13.24,28.4,0.006999999999999999,-7.63,-7.71,2040,2058,18
(2014 HB177),2,1.7e-06,6.08,28.3,0.006999999999999999,-7.63,-7.67,2085,2099,14
(2018 HJ2),1,2.4e-08,8.41,24.6,0.040999999999999995,-7.63,-7.63,2085,2085,0
(2014 HV2),1,1.2e-07,13.17,26.0,0.021,-7.63,-7.63,2116,2116,0
(2017 HY3),1,2.0999999999999998e-09,16.89,25.4,0.027999999999999997,-7.63,-7.63,2024,2024,0
(2019 VB5),106,6.2e-05,5.73,31.7,0.002,-7.64,-8.1,2052,2118,66
(2008 UM1),7,5.4e-07,18.99,31.6,0.002,-7.64,-7.68,2021,2073,52
(2011 EL40),1,8.6e-08,16.98,26.5,0.017,-7.64,-7.64,2073,2073,0
(2017 UL52),225,1.1e-06,5.89,28.1,0.008,-7.64,-8.81,2030,2117,87
(2015 KH158),18,6.099999999999999e-08,14.41,26.0,0.021,-7.65,-7.99,2043,2115,72
(2016 FC1),4,2.1000000000000002e-06,15.19,29.1,0.005,-7.65,-7.79,2082,2088,6
(2012 RU16),2,4.8e-08,9.13,25.6,0.026000000000000002,-7.66,-7.9,2036,2089,53
(2012 VV76),2,4.5999999999999995e-08,14.73,25.6,0.026000000000000002,-7.67,-7.81,2074,2094,20
(2019 TD),2,1.7e-06,9.79,29.2,0.005,-7.67,-7.84,2042,2060,18
(2016 UB26),1,1.2e-08,18.33,25.0,0.034,-7.67,-7.67,2066,2066,0
(2008 UC202),3,2.4e-06,4.17,28.2,0.008,-7.68,-7.72,2116,2116,0
(2019 JK),2,2.5e-07,17.81,28.0,0.009000000000000001,-7.68,-7.8,2053,2053,0
(2008 JD33),154,2.4e-07,4.66,28.0,0.009000000000000001,-7.68,-8.54,2022,2117,95
(2020 TD5),1,2.7e-07,9.12,26.6,0.016,-7.69,-7.69,2118,2118,0
(2008 EK68),234,3.2e-06,7.59,29.8,0.004,-7.7,-8.84,2023,2117,94
(2008 CM74),7,1.4e-06,4.08,28.1,0.008,-7.7,-8.12,2079,2100,21
(2009 VT1),5,2.5e-06,6.97,29.6,0.004,-7.7,-7.79,2046,2109,63
(2019 GK3),3,8.2e-06,2.95,29.5,0.004,-7.7,-7.71,2103,2116,13
(2003 UM3),37,4.5e-07,13.43,28.0,0.008,-7.72,-8.57,2022,2115,93
(2005 UC3),2,3.8e-07,7.83,27.1,0.013000000000000001,-7.72,-7.93,2072,2109,37
(2014 OP2),3,1.8000000000000001e-06,11.63,29.1,0.005,-7.72,-7.84,2071,2079,8
(2004 XO63),1,7.299999999999999e-08,8.16,26.1,0.021,-7.72,-7.72,2065,2065,0
(2019 CY2),2,1.6e-08,13.57,26.6,0.016,-7.72,-7.97,2029,2029,0
(2009 MU),2,1.6e-08,13.33,24.6,0.042,-7.73,-7.88,2096,2099,3
(2017 YE8),1,5.2e-08,14.26,25.5,0.027000000000000003,-7.73,-7.73,2112,2112,0
(2020 SX6),2,5.6e-07,4.06,27.1,0.013000000000000001,-7.73,-7.75,2103,2113,10
(2008 YC3),5,5.7999999999999997e-08,6.24,25.4,0.028999999999999998,-7.74,-7.83,2086,2103,17
(2018 EL4),2,6.6e-08,5.58,25.3,0.03,-7.74,-7.99,2110,2110,0
(2016 TG94),16,6.900000000000001e-06,8.76,29.6,0.004,-7.74,-8.32,2096,2116,20
(2020 CW),4,2.1e-05,20.11,32.5,0.001,-7.74,-7.74,2046,2077,31
(2021 BR2),19,9.3e-06,7.34,30.8,0.002,-7.75,-7.98,2037,2104,67
(2019 QB1),2,1.1e-07,11.56,27.5,0.011000000000000001,-7.77,-7.98,2032,2053,21
(2010 XB),2,2.5e-07,19.67,29.6,0.004,-7.78,-8.05,2027,2029,2
(2017 KH5),2,2.4e-07,14.82,27.6,0.01,-7.78,-8.07,2067,2074,7
(2020 XU4),1,1e-06,6.68,27.8,0.009000000000000001,-7.78,-7.78,2112,2112,0
(2010 GV23),2,7.3e-07,5.42,27.6,0.01,-7.79,-7.97,2096,2105,9
(2014 HM199),2,4.900000000000001e-10,10.54,23.7,0.063,-7.79,-7.8,2025,2104,79
(2015 KH160),3,3.5e-08,30.01,26.4,0.018000000000000002,-7.8,-7.93,2087,2107,20
(2015 FC345),3,8.5e-07,6.76,27.8,0.009000000000000001,-7.8,-7.8,2097,2109,12
(2004 FM4),1,1.5e-08,14.82,24.6,0.042,-7.8,-7.8,2116,2116,0
(2020 UA),5,1.1e-06,6.48,28.4,0.006999999999999999,-7.81,-8.16,2074,2081,7
(2020 UJ),1,2.3e-09,14.8,24.2,0.05,-7.81,-7.81,2043,2043,0
(2017 UW5),2,1.2e-06,13.01,28.7,0.006,-7.82,-8.12,2081,2111,30
(2020 DM3),1,6.8e-08,16.52,26.2,0.02,-7.83,-7.83,2109,2109,0
(2020 UY),12,2.3e-06,6.85,28.9,0.005,-7.83,-8.49,2068,2119,51
(2011 FQ16),4,6.5e-07,7.99,27.7,0.01,-7.84,-8.02,2105,2114,9
(2012 BN123),4,2.8000000000000003e-09,10.15,23.2,0.078,-7.84,-8.15,2074,2110,36
(2019 VA),3,1.1e-06,8.24,28.3,0.006999999999999999,-7.84,-8.03,2090,2112,22
(2019 YV4),4,6.2e-08,18.77,27.3,0.012,-7.84,-7.94,2035,2049,14
(2017 UL6),23,4.7e-05,7.13,32.0,0.001,-7.85,-8.36,2058,2106,48
(2017 UF),2,1.8e-07,23.24,27.9,0.009000000000000001,-7.85,-8.08,2066,2082,16
(2021 FA),1,2.6e-08,11.78,25.1,0.033,-7.86,-7.86,2106,2106,0
(2016 GS134),2,2.7e-07,11.02,27.8,0.01,-7.87,-8.0,2054,2070,16
(2020 GV2),2,9.6e-08,14.88,26.9,0.013999999999999999,-7.88,-8.08,2077,2078,1
(2008 EF85),3,1.7e-07,9.53,26.7,0.016,-7.89,-7.92,2110,2110,0
(2019 QF),2,3.6e-07,11.14,27.9,0.009000000000000001,-7.89,-8.13,2069,2077,8
(2020 RB7),5,1.9e-07,19.07,27.3,0.012,-7.9,-8.03,2105,2117,12
(2017 TU1),2,7e-08,10.75,26.1,0.02,-7.9,-8.03,2076,2101,25
(2020 FG),5,4.3e-07,14.79,27.9,0.009000000000000001,-7.9,-8.37,2102,2118,16
(2020 FU2),6,9.7e-07,12.88,28.6,0.006,-7.91,-8.15,2098,2112,14
(2021 AD4),2,6.4e-08,5.17,25.6,0.025,-7.91,-8.2,2084,2121,37
(2015 HE1),1,1.4e-07,14.6,27.0,0.013000000000000001,-7.92,-7.92,2098,2098,0
(2020 SL6),4,3.6e-07,14.46,27.8,0.009000000000000001,-7.92,-8.06,2092,2110,18
(2019 EH1),13,2.8e-06,14.48,30.1,0.003,-7.93,-8.43,2052,2118,66
(2020 SK4),30,1e-05,5.52,30.3,0.003,-7.93,-8.74,2055,2119,64
(2008 VB4),18,1.2e-07,11.59,28.2,0.008,-7.94,-8.2,2030,2106,76
(2018 BX5),10,2e-06,7.78,29.0,0.005,-7.94,-8.36,2090,2118,28
(2017 VF14),5,7.2e-07,11.85,28.5,0.006999999999999999,-7.95,-8.23,2080,2093,13
(2011 SE191),1,1.6e-08,14.57,25.1,0.033,-7.96,-7.96,2098,2098,0
(2015 SK7),4,9.2e-07,12.16,28.8,0.006,-7.96,-8.27,2059,2107,48
(2015 XH55),6,2.5e-06,7.13,29.2,0.005,-7.96,-8.32,2092,2117,25
(2017 BE30),1,4.8e-08,16.69,26.3,0.019,-7.98,-7.98,2100,2100,0
(2012 TP20),3,4e-07,7.3,27.9,0.009000000000000001,-7.99,-8.28,2069,2102,33
(2016 FE15),3,6.1e-07,12.2,28.8,0.006,-8.0,-8.01,2068,2116,48
(2016 VF18),6,2.4e-06,10.06,29.8,0.004,-8.01,-8.05,2031,2082,51
(2017 YD2),4,5.9e-07,8.49,28.7,0.006,-8.03,-8.08,2055,2065,10
(2019 DM1),3,2.3e-07,17.58,28.0,0.008,-8.04,-8.24,2072,2091,19
(2019 YL3),1,1.1e-07,9.99,27.7,0.01,-8.04,-8.04,2047,2047,0
(2020 AR1),1,1.7e-07,9.05,27.2,0.012,-8.05,-8.05,2088,2088,0
(2013 NR13),1,4e-08,11.31,25.8,0.024,-8.05,-8.05,2114,2114,0
(2019 CZ1),1,3.8e-09,22.61,24.3,0.047,-8.06,-8.06,2114,2114,0
(2021 BL2),27,1.5e-07,12.95,28.5,0.006999999999999999,-8.06,-8.15,2035,2117,82
(2015 FU344),10,7.000000000000001e-06,9.92,31.0,0.002,-8.07,-8.25,2066,2111,45
(2020 BA13),8,9.2e-07,10.01,28.8,0.006,-8.07,-8.68,2068,2105,37
(2015 PS228),3,1.4e-06,2.55,28.9,0.005,-8.08,-8.16,2080,2115,35
(2020 GX),4,1.2e-09,21.69,23.9,0.055,-8.09,-8.43,2061,2079,18
(2019 QR8),3,3.5e-07,12.93,28.0,0.008,-8.1,-8.33,2105,2105,0
(2018 LE1),1,3.8e-07,5.9,27.7,0.01,-8.1,-8.1,2102,2102,0
(2006 BO7),4,9.4e-07,9.83,29.3,0.005,-8.11,-8.3,2060,2115,55
(2014 HE197),22,6.1e-09,16.73,25.5,0.027000000000000003,-8.11,-9.08,2028,2098,70
(2018 VP1),2,5.9e-07,9.53,30.9,0.002,-8.11,-8.4,2025,2025,0
(2010 YD),1,7.9e-08,8.99,26.6,0.016,-8.11,-8.11,2091,2091,0
(2009 WQ52),1,7.1e-08,14.76,28.2,0.008,-8.12,-8.12,2037,2037,0
(2019 TN5),1,1.4e-07,11.59,28.4,0.006999999999999999,-8.12,-8.12,2041,2041,0
(2015 FN36),1,2.3e-09,21.85,23.9,0.055999999999999994,-8.12,-8.12,2117,2117,0
(2016 NJ56),1,4e-09,4.95,25.1,0.033,-8.14,-8.14,2036,2036,0
(2016 AF2),6,2.6e-07,5.87,27.8,0.009000000000000001,-8.14,-8.19,2072,2093,21
(2017 UQ6),1,1.8e-07,3.04,27.1,0.013000000000000001,-8.14,-8.14,2090,2090,0
(2015 HD1),2,4.9e-08,15.69,27.4,0.011000000000000001,-8.15,-8.42,2047,2060,13
(2020 TE6),2,1.1e-07,10.98,27.5,0.011000000000000001,-8.16,-8.28,2066,2072,6
(2010 UE),2,2.4e-07,16.11,29.6,0.004,-8.17,-8.3,2032,2044,12
(2004 BK86),1,9.4e-09,15.77,25.4,0.027999999999999997,-8.17,-8.17,2078,2078,0
(2020 HN3),11,3.2e-06,4.18,29.6,0.004,-8.18,-8.44,2088,2118,30
(2012 WR10),2,7.7e-07,2.73,28.5,0.006999999999999999,-8.19,-8.4,2087,2096,9
(2014 WU200),2,1.5e-06,1.69,28.8,0.006,-8.19,-8.19,2104,2111,7
(2021 BO2),1,1.8e-07,10.29,28.4,0.006999999999999999,-8.19,-8.19,2050,2050,0
(2010 RK53),1,3.4e-08,8.23,27.8,0.009000000000000001,-8.2,-8.2,2029,2029,0
(2014 KW76),1,2.7e-07,15.0,28.0,0.008,-8.2,-8.2,2115,2115,0
(2020 TT1),1,1e-07,14.18,27.1,0.013000000000000001,-8.2,-8.2,2117,2117,0
(2016 DY30),9,7.7e-07,15.6,30.5,0.003,-8.21,-8.25,2036,2115,79
(2011 UA64),1,8.7e-08,14.41,27.0,0.013000000000000001,-8.22,-8.22,2113,2113,0
(2018 DU1),2,2.1e-07,6.69,27.7,0.01,-8.22,-8.3,2078,2095,17
(2018 QS),1,3.3e-08,9.48,26.3,0.019,-8.25,-8.25,2084,2084,0
(2021 BN),4,5.2e-07,7.65,28.3,0.006999999999999999,-8.25,-8.59,2108,2117,9
(2016 TM),2,2.1e-07,4.29,27.5,0.011000000000000001,-8.26,-8.26,2089,2093,4
(2020 KS),3,1.6e-08,7.1,25.8,0.024,-8.26,-8.65,2055,2072,17
(2007 WT3),1,1.9e-09,19.92,24.1,0.051,-8.28,-8.28,2101,2101,0
(2017 SA21),1,1.7e-07,10.07,28.3,0.006999999999999999,-8.28,-8.28,2056,2056,0
(2017 UK1),3,9.400000000000001e-08,7.56,27.1,0.013000000000000001,-8.29,-8.43,2081,2112,31
(2020 FM1),4,1.4e-06,7.09,29.3,0.005,-8.29,-8.52,2071,2109,38
(2020 XK1),6,4.2000000000000004e-06,5.85,30.6,0.003,-8.3,-8.53,2070,2102,32
(2019 SM8),1,3.5e-07,14.05,29.2,0.005,-8.31,-8.31,2061,2061,0
(2008 XC1),1,1.4000000000000001e-09,11.66,23.7,0.063,-8.32,-8.32,2085,2085,0
(2014 DK10),3,1.2e-07,11.81,27.8,0.01,-8.32,-8.69,2060,2100,40
(2014 OQ392),4,7.200000000000001e-10,11.64,22.8,0.09300000000000001,-8.32,-8.77,2092,2115,23
(2017 YD1),3,3.6000000000000003e-06,2.67,30.0,0.003,-8.32,-8.42,2102,2117,15
(2020 UB),1,1.4e-07,11.21,27.9,0.009000000000000001,-8.33,-8.33,2080,2080,0
(2008 YC29),15,1.1000000000000001e-08,11.02,25.4,0.027999999999999997,-8.35,-8.75,2034,2116,82
(2019 SE11),4,4.0999999999999995e-09,11.99,25.4,0.027999999999999997,-8.35,-8.71,2042,2064,22
(2010 VR139),13,2.1e-08,5.2,26.7,0.015,-8.36,-8.99,2024,2076,52
(2012 XL55),1,2.2999999999999998e-08,19.09,27.1,0.013000000000000001,-8.36,-8.36,2066,2066,0
(2020 DW),1,4.7e-06,3.79,30.3,0.003,-8.36,-8.36,2108,2108,0
(2013 UJ5),1,1e-07,10.81,28.0,0.009000000000000001,-8.37,-8.37,2061,2061,0
(2009 FQ32),7,6.4e-08,4.75,26.8,0.015,-8.38,-8.87,2070,2104,34
(2014 UY57),2,6e-08,9.1,27.2,0.012,-8.38,-8.6,2071,2076,5
(2014 BZ2),1,7.2e-09,17.72,25.5,0.027000000000000003,-8.43,-8.43,2106,2106,0
(2017 SG33),4,8.199999999999999e-10,17.4,23.9,0.055,-8.43,-8.82,2051,2109,58
(2020 XC),1,6.9e-07,3.52,29.0,0.005,-8.43,-8.43,2085,2085,0
(2020 FP5),7,1.7e-06,7.15,29.7,0.004,-8.45,-8.71,2115,2117,2
(2020 KJ4),2,2.3e-06,4.22,29.9,0.004,-8.45,-8.45,2096,2106,10
(2004 OD4),1,5.7999999999999997e-08,8.45,26.9,0.013999999999999999,-8.47,-8.47,2100,2100,0
(2007 WW3),5,1.1e-09,10.27,23.9,0.055999999999999994,-8.47,-8.84,2031,2106,75
(2019 EF),1,2.6e-08,17.67,26.6,0.016,-8.47,-8.47,2117,2117,0
(2009 XR1),13,2e-07,6.0,29.3,0.005,-8.48,-8.84,2026,2109,83
(2013 VJ13),1,9.800000000000001e-10,16.09,23.8,0.06,-8.48,-8.48,2099,2099,0
(2020 BY11),3,1.6e-07,12.48,27.9,0.009000000000000001,-8.48,-8.91,2114,2120,6
(2020 RE4),6,1.1e-07,17.78,27.9,0.009000000000000001,-8.48,-8.91,2115,2120,5
(2020 YE5),2,1.3e-08,10.32,25.7,0.024,-8.5,-8.69,2101,2120,19
(2018 BP3),1,4.8e-07,6.92,28.7,0.006,-8.52,-8.52,2115,2115,0
(2020 PW2),7,2.7e-07,10.61,28.7,0.006,-8.52,-9.1,2073,2100,27
(2020 KD1),1,4.0999999999999997e-08,8.72,27.9,0.009000000000000001,-8.53,-8.53,2042,2042,0
(2015 KW157),7,9.8e-09,9.32,25.9,0.022000000000000002,-8.54,-8.85,2042,2115,73
(2020 VB3),8,1.2e-06,5.37,29.6,0.004,-8.55,-8.91,2082,2115,33
(2018 XX3),4,1.2e-06,4.41,29.7,0.004,-8.55,-8.65,2088,2112,24
(2019 UN8),3,4.8e-07,19.3,29.7,0.004,-8.57,-8.94,2101,2105,4
(2021 AC2),1,1.1e-07,6.54,27.9,0.009000000000000001,-8.57,-8.57,2079,2079,0
(2019 YA3),2,2.4e-08,8.35,26.4,0.018000000000000002,-8.59,-8.6,2095,2116,21
(2017 JB2),2,7.5e-07,2.93,29.1,0.005,-8.59,-8.88,2110,2111,1
(2019 JX1),3,3.3e-07,14.36,29.1,0.005,-8.6,-8.76,2100,2104,4
(2019 JH7),2,1e-06,9.05,29.6,0.004,-8.6,-8.89,2114,2118,4
(2019 BV2),1,6.2e-09,15.21,25.5,0.027000000000000003,-8.61,-8.61,2116,2116,0
(2005 TK50),2,1.5e-07,20.62,28.9,0.006,-8.63,-8.65,2054,2106,52
(2016 YC13),7,2.1e-08,11.76,26.7,0.016,-8.63,-8.73,2087,2116,29
(2016 FA14),1,2.2999999999999998e-08,15.24,27.3,0.012,-8.65,-8.65,2072,2072,0
(2020 XX3),1,2.5e-07,4.6,28.5,0.006999999999999999,-8.65,-8.65,2094,2094,0
(2012 CS46),3,1e-07,6.72,27.7,0.01,-8.66,-8.91,2096,2106,10
(2018 XW3),1,4.5e-09,12.28,26.3,0.018000000000000002,-8.66,-8.66,2044,2044,0
(2019 DF),9,4.2e-07,14.11,30.0,0.003,-8.66,-8.94,2059,2110,51
(2017 TD6),1,3.5e-08,9.0,27.2,0.012,-8.67,-8.67,2081,2081,0
(2015 HM182),96,1.6e-07,6.93,29.0,0.005,-8.68,-9.41,2021,2116,95
(2006 WV),1,2.8999999999999998e-08,14.69,27.1,0.013000000000000001,-8.68,-8.68,2103,2103,0
(2019 FT1),2,3.7e-08,10.86,27.0,0.013999999999999999,-8.68,-8.76,2104,2113,9
(2018 WG2),2,1.2e-06,6.47,30.1,0.003,-8.73,-8.81,2078,2103,25
(2012 WQ3),1,5.5e-10,23.77,25.4,0.027999999999999997,-8.74,-8.74,2040,2040,0
(2012 YR1),1,1.5e-08,7.84,26.5,0.017,-8.74,-8.74,2077,2077,0
(2016 JY5),3,4.7000000000000004e-08,6.17,27.1,0.013000000000000001,-8.74,-9.09,2093,2107,14
(2008 EF32),3,2.6e-07,13.11,29.4,0.004,-8.75,-8.78,2083,2083,0
(2018 AT2),1,9.5e-08,7.11,27.7,0.01,-8.75,-8.75,2115,2115,0
(2017 VC14),2,1.3e-07,11.5,28.3,0.006999999999999999,-8.76,-8.85,2111,2111,0
(2011 SL189),5,8.599999999999999e-10,9.74,24.6,0.04,-8.79,-9.32,2043,2100,57
(2009 JE1),8,2e-08,5.64,27.3,0.012,-8.8,-9.1,2044,2093,49
(2008 WJ14),8,4.4e-09,10.65,26.5,0.017,-8.82,-9.29,2031,2089,58
(2011 CA7),3,5.4e-07,8.91,30.3,0.003,-8.83,-9.06,2062,2064,2
(2021 AZ5),1,1e-07,8.06,28.1,0.008,-8.83,-8.83,2110,2110,0
(2016 JA),3,4.0999999999999997e-08,7.59,27.5,0.011000000000000001,-8.84,-9.1,2064,2089,25
(2002 CA26),1,7.6e-09,11.06,25.9,0.022000000000000002,-8.85,-8.85,2115,2115,0
(2019 SX8),4,2.6e-07,8.33,28.9,0.005,-8.85,-9.1,2110,2116,6
(2015 HE183),1,5.9000000000000006e-08,13.58,28.2,0.008,-8.86,-8.86,2090,2090,0
(2014 QJ365),3,4.3e-08,12.01,27.5,0.011000000000000001,-8.86,-9.17,2116,2118,2
(2016 UR36),2,2.6e-08,17.96,27.5,0.011000000000000001,-8.87,-8.98,2107,2107,0
(2009 EJ1),4,4e-08,10.47,28.3,0.008,-8.88,-9.09,2041,2086,45
(2013 RZ53),2,3.7000000000000006e-06,1.28,31.1,0.002,-8.88,-8.99,2104,2107,3
(2019 QD),1,1.2e-07,15.33,28.8,0.006,-8.88,-8.88,2112,2112,0
(2016 AQ164),1,6.900000000000001e-08,13.9,29.9,0.004,-8.89,-8.89,2035,2035,0
(2019 UW7),1,2.2000000000000002e-08,10.01,27.3,0.012,-8.89,-8.89,2081,2081,0
(2013 EC20),3,3.2e-07,2.67,29.0,0.005,-8.92,-9.22,2112,2112,0
(2009 XQ2),2,2.6000000000000003e-10,26.17,24.1,0.051,-8.95,-9.18,2084,2114,30
(2017 BF136),3,2.5e-09,20.9,26.1,0.02,-8.95,-9.1,2069,2105,36
(2019 JZ2),1,1.7000000000000001e-09,20.15,26.7,0.015,-8.96,-8.96,2041,2041,0
(2010 XU),2,3e-09,6.25,25.4,0.028999999999999998,-8.97,-9.14,2081,2088,7
(2009 MG1),1,3.1e-10,17.47,24.1,0.052000000000000005,-8.97,-8.97,2079,2079,0
(2021 BP1),5,4.5e-07,5.95,29.6,0.004,-9.0,-9.43,2110,2118,8
(2021 AP6),1,2e-08,4.32,26.8,0.015,-9.07,-9.07,2121,2121,0
(2020 DR4),4,1.2e-07,6.83,29.7,0.004,-9.07,-9.38,2039,2064,25
(2014 HM198),2,1.3e-08,10.52,27.3,0.012,-9.08,-9.09,2075,2104,29
(2007 VF189),2,3.6e-08,11.47,28.4,0.006999999999999999,-9.11,-9.18,2072,2077,5
(2015 HZ182),10,3.9e-09,14.85,27.0,0.013000000000000001,-9.12,-9.37,2035,2101,66
(2017 YE7),1,8e-10,20.33,28.5,0.006999999999999999,-9.14,-9.14,2022,2022,0
(2014 HN2),1,9.8e-09,2.59,26.3,0.018000000000000002,-9.16,-9.16,2112,2112,0
(2016 WF7),4,1e-07,6.54,28.7,0.006,-9.17,-9.27,2102,2115,13
(2019 SU1),2,8.5e-08,5.09,28.4,0.006999999999999999,-9.18,-9.23,2116,2119,3
(2008 JL24),1,2.3e-07,2.7,29.6,0.004,-9.21,-9.21,2091,2091,0
(2018 EZ2),1,7.6e-09,9.38,26.6,0.017,-9.23,-9.23,2118,2118,0
(2019 SU2),2,2.5e-07,11.1,30.1,0.003,-9.23,-9.36,2095,2096,1
(2021 AZ6),3,4.0999999999999995e-09,12.3,26.3,0.019,-9.25,-9.43,2112,2120,8
(2013 VD17),1,6.1e-09,11.99,27.1,0.013000000000000001,-9.26,-9.26,2075,2075,0
(2020 WA1),3,1.8e-08,19.93,28.6,0.006,-9.27,-9.31,2067,2071,4
(2020 RO2),1,2.8000000000000003e-09,15.62,27.6,0.01,-9.27,-9.27,2040,2040,0
(2016 NC56),1,8.399999999999999e-09,14.5,27.1,0.013000000000000001,-9.28,-9.28,2114,2114,0
(2018 DO3),18,3.4e-08,17.84,29.1,0.005,-9.29,-10.08,2046,2115,69
(2012 XB112),1,3.4e-07,4.12,29.8,0.004,-9.29,-9.29,2118,2118,0
